healpix_6,n_objetos
15436,74122
15437,80844
15438,61982
15439,75510
15440,97530
15441,106829
15442,104285
15443,88608
15444,96519
15445,87043
15446,83831
15447,65991
15448,109909
15449,96373
15450,79110
15451,95151
15452,89895
15453,67049
15454,92082
15455,74710
15456,31924
15457,37772
15458,24910
15459,51190
15460,53092
15461,66605
15462,91762
15463,98461
15464,39023
15465,50571
15466,59210
15467,66455
15468,84083
15469,85211
15470,75178
15471,67693
15472,90166
15473,100797
15474,94279
15475,85996
15476,100986
15477,68432
15478,101113
15479,79422
15480,88664
15481,76299
15482,66435
15483,55319
15484,73722
15485,73434
15486,65126
15487,65799
15488,79385
15489,69151
15490,69458
15491,62560
15492,73076
15493,78872
15494,82040
15495,79536
15496,78250
15497,86458
15498,74437
15499,78295
15500,84773
15501,75924
15502,76195
15503,66224
15504,78242
15505,61349
15506,73991
15507,72246
15508,66922
15509,72556
15510,71693
15511,51688
15512,71490
15513,73497
15514,66144
15515,64956
15516,69563
15517,51935
15518,52959
15519,39551
15520,64017
15521,63070
15522,48896
15523,47307
15524,60196
15525,57244
15526,45994
15527,45290
15528,36579
15529,35250
15530,33567
15531,32300
15532,36051
15533,37474
15534,30500
15535,32684
15536,54061
15537,47604
15538,43076
15539,39269
15540,39271
15541,33125
15542,39621
15543,38070
15544,36636
15545,32878
15546,30828
15547,29119
15548,31727
15549,31310
15550,28714
15551,29704
15552,61035
15553,58617
15554,52433
15555,58914
15556,54868
15557,70838
15558,61217
15559,63440
15560,54009
15561,44800
15562,46007
15563,44737
15564,41057
15565,50946
15566,40408
15567,33673
15568,75293
15569,52953
15570,61574
15571,49333
15572,67802
15573,66304
15574,60184
15575,61877
15576,43986
15577,44238
15578,26407
15579,30889
15580,48710
15581,47329
15582,28640
15583,40265
15584,40501
15585,36010
15586,34382
15587,30381
15588,34943
15589,25003
15590,29144
15591,31147
15592,33289
15593,31386
15594,29671
15595,26816
15596,29824
15597,29587
15598,26268
15599,26113
15600,24560
15601,26442
15602,29041
15603,28680
15604,29858
15605,31579
15606,27463
15607,25558
15608,30210
15609,27720
15610,26926
15611,24989
15612,23484
15613,25144
15614,24300
15615,23921
15616,90039
15617,101459
15618,96463
15619,98823
15620,88730
15621,79069
15622,94814
15623,74504
15624,86084
15625,104319
15626,82969
15627,70720
15628,66352
15629,60544
15630,66076
15631,88334
15632,77594
15633,62990
15634,60761
15635,59412
15636,55029
15637,63696
15638,71550
15639,60738
15640,68453
15641,68595
15642,62318
15643,65523
15644,67182
15645,49108
15646,67160
15647,65343
15648,74440
15649,79696
15650,101264
15651,93160
15652,100033
15653,98449
15654,86435
15655,87736
15656,65457
15657,71239
15658,68295
15659,75300
15660,83592
15661,82708
15662,75872
15663,69640
15664,81103
15665,53074
15666,78989
15667,63095
15668,47395
15669,61240
15670,33365
15671,55894
15672,78532
15673,55943
15674,65232
15675,46756
15676,38254
15677,38179
15678,45902
15679,42788
15680,49883
15681,24556
15682,45326
15683,48372
15684,25621
15685,48724
15686,48652
15687,55461
15688,54861
15689,54588
15690,65699
15691,61550
15692,46766
15693,60816
15694,45886
15695,58192
15696,68081
15697,44926
15698,59766
15699,36594
15700,40522
15701,36716
15702,37770
15703,31583
15704,50606
15705,38071
15706,47465
15707,27308
15708,35207
15709,38495
15710,38198
15711,35967
15712,64448
15713,48976
15714,56491
15715,45042
15716,36577
15717,41667
15718,33574
15719,38056
15720,42006
15721,38486
15722,29453
15723,43438
15724,35306
15725,36439
15726,39015
15727,35474
15728,27516
15729,30133
15730,29628
15731,36766
15732,35617
15733,38698
15734,40468
15735,42892
15736,37929
15737,39520
15738,36109
15739,37451
15740,44997
15741,39020
15742,38666
15743,36857
15744,64890
15745,68924
15746,57606
15747,58106
15748,65398
15749,59813
15750,57788
15751,51217
15752,41064
15753,38311
15754,39541
15755,41404
15756,49292
15757,46032
15758,34901
15759,39009
15760,55499
15761,39640
15762,51755
15763,47040
15764,43541
15765,37821
15766,41208
15767,40660
15768,43472
15769,42292
15770,32386
15771,35445
15772,41212
15773,39161
15774,40909
15775,36724
15776,33668
15777,33861
15778,28280
15779,26886
15780,27642
15781,25696
15782,22086
15783,26529
15784,27272
15785,23301
15786,23454
15787,21164
15788,21131
15789,21573
15790,18654
15791,18349
15792,31069
15793,34824
15794,27161
15795,29078
15796,35910
15797,33000
15798,29232
15799,26251
15800,18795
15801,21408
15802,18997
15803,16458
15804,21187
15805,18691
15806,13668
15807,13577
15808,39182
15809,39714
15810,39520
15811,38495
15812,36451
15813,33848
15814,34546
15815,37020
15816,37083
15817,33695
15818,33440
15819,30164
15820,32009
15821,35558
15822,30145
15823,32893
15824,37722
15825,32668
15826,38997
15827,33662
15828,30299
15829,32698
15830,30163
15831,28017
15832,35298
15833,30450
15834,28947
15835,26539
15836,28181
15837,25939
15838,25105
15839,23585
15840,29763
15841,26976
15842,20736
15843,21228
15844,26356
15845,28141
15846,22769
15847,24003
15848,17908
15849,18120
15850,16675
15851,17825
15852,20167
15853,19766
15854,19780
15855,20171
15856,25918
15857,23737
15858,23225
15859,23294
15860,22606
15861,22101
15862,21532
15863,19512
15864,21560
15865,20183
15866,19527
15867,19406
15868,18470
15869,17857
15870,18126
15871,17955
15872,30310
15873,30190
15874,27525
15875,27431
15876,29435
15877,29015
15878,27164
15879,26522
15880,24565
15881,24531
15882,22276
15883,21613
15884,24000
15885,23452
15886,21235
15887,20877
15888,27280
15889,27257
15890,25255
15891,25199
15892,27390
15893,26688
15894,24648
15895,24300
15896,23656
15897,23107
15898,21277
15899,20748
15900,22636
15901,21883
15902,20208
15903,19751
15904,19915
15905,19121
15906,17342
15907,17067
15908,18855
15909,19097
15910,17056
15911,16953
15912,15341
15913,15334
15914,13565
15915,13658
15916,14782
15917,14935
15918,13464
15919,13629
15920,19239
15921,18579
15922,16671
15923,16997
15924,18633
15925,17692
15926,16462
15927,15896
15928,14952
15929,14703
15930,13177
15931,12797
15932,14363
15933,14273
15934,12917
15935,12768
15936,26354
15937,25430
15938,23788
15939,23366
15940,22111
15941,20613
15942,20628
15943,19857
15944,20299
15945,20116
15946,18480
15947,18430
15948,19543
15949,17961
15950,17989
15951,16665
15952,23581
15953,22937
15954,19934
15955,19660
15956,22205
15957,21290
15958,19893
15959,18799
15960,17172
15961,17673
15962,14457
15963,14568
15964,13919
15965,14219
15966,15038
15967,14519
15968,17080
15969,15881
15970,15509
15971,14780
15972,16074
15973,13796
15974,14420
15975,13285
15976,13968
15977,13572
15978,12511
15979,12347
15980,13043
15981,12056
15982,12183
15983,11119
15984,13579
15985,13675
15986,12387
15987,12265
15988,14445
15989,12699
15990,11879
15991,11268
15992,12618
15993,11275
15994,11108
15995,11164
15996,10844
15997,11776
15998,10311
15999,11080
16000,12538
16001,12223
16002,11348
16003,11351
16004,12147
16005,12126
16006,11003
16007,11059
16008,10285
16009,10038
16010,9407
16011,9145
16012,10423
16013,10024
16014,9491
16015,9126
16016,12130
16017,11616
16018,10672
16019,10774
16020,11991
16021,11959
16022,10990
16023,10814
16024,9941
16025,10023
16026,9123
16027,9172
16028,9932
16029,9900
16030,8982
16031,9004
16032,8805
16033,8752
16034,8099
16035,7961
16036,8503
16037,8151
16038,7819
16039,7791
16040,7432
16041,7338
16042,6905
16043,6974
16044,7396
16045,7390
16046,6800
16047,6660
16048,8331
16049,8314
16050,7927
16051,7913
16052,8263
16053,8232
16054,7661
16055,7449
16056,7306
16057,7199
16058,6778
16059,6723
16060,7020
16061,7069
16062,6715
16063,6508
16064,11630
16065,11448
16066,10634
16067,10226
16068,11177
16069,10476
16070,10021
16071,9690
16072,9782
16073,9585
16074,9010
16075,8859
16076,9299
16077,8616
16078,8495
16079,8524
16080,10871
16081,10248
16082,9760
16083,9580
16084,10051
16085,9917
16086,9502
16087,9428
16088,8873
16089,8928
16090,8261
16091,8215
16092,9057
16093,8994
16094,8452
16095,8658
16096,8143
16097,8248
16098,7632
16099,7443
16100,8282
16101,8151
16102,7400
16103,7401
16104,7129
16105,6857
16106,6506
16107,6552
16108,7001
16109,7035
16110,6636
16111,6615
16112,8062
16113,7879
16114,7270
16115,7095
16116,7879
16117,7703
16118,7180
16119,7054
16120,7013
16121,6696
16122,6604
16123,6435
16124,6687
16125,7017
16126,6251
16127,6683
16128,17932
16129,16899
16130,17600
16131,16574
16132,18137
16133,16818
16134,16756
16135,15925
16136,17731
16137,16305
16138,16177
16139,15133
16140,15477
16141,14482
16142,14520
16143,11557
16144,17173
16145,15045
16146,15826
16147,14901
16148,12619
16149,14143
16150,14863
16151,15722
16152,13928
16153,12011
16154,13072
16155,11097
16156,14047
16157,14149
16158,12176
16159,12681
16160,13294
16161,13267
16162,12065
16163,10867
16164,11749
16165,11530
16166,10249
16167,10056
16168,11485
16169,9913
16170,10732
16171,10209
16172,9106
16173,8889
16174,9660
16175,10204
16176,10578
16177,10258
16178,9374
16179,10029
16180,9911
16181,12832
16182,10415
16183,11482
16184,10143
16185,10394
16186,10767
16187,10693
16188,9774
16189,10954
16190,9788
16191,6940
16192,15119
16193,16969
16194,16041
16195,15972
16196,16723
16197,14735
16198,13859
16199,17528
16200,14233
16201,14034
16202,13333
16203,9850
16204,14183
16205,15623
16206,10780
16207,13535
16208,19097
16209,18526
16210,17761
16211,17164
16212,17306
16213,16580
16214,16643
16215,15663
16216,16316
16217,15280
16218,14265
16219,13733
16220,15170
16221,14106
16222,13733
16223,13009
16224,11490
16225,8666
16226,11792
16227,11227
16228,9544
16229,11887
16230,11342
16231,11987
16232,11817
16233,11427
16234,10406
16235,11012
16236,10924
16237,10595
16238,11144
16239,9279
16240,13803
16241,13742
16242,13293
16243,12985
16244,12998
16245,12115
16246,11954
16247,11192
16248,11393
16249,11397
16250,9956
16251,10444
16252,10742
16253,10903
16254,10080
16255,10083
16256,10033
16257,10112
16258,9653
16259,9734
16260,10371
16261,9937
16262,9756
16263,9113
16264,9397
16265,9114
16266,8326
16267,8541
16268,9264
16269,8891
16270,8751
16271,8602
16272,10237
16273,10057
16274,9516
16275,9399
16276,9618
16277,8886
16278,9528
16279,9662
16280,8913
16281,9255
16282,8399
16283,8510
16284,9280
16285,9220
16286,8662
16287,8355
16288,7980
16289,8061
16290,7246
16291,7471
16292,8020
16293,8070
16294,7374
16295,7332
16296,6904
16297,6739
16298,6121
16299,6386
16300,6699
16301,6894
16302,6307
16303,6311
16304,8114
16305,8028
16306,7456
16307,7508
16308,8134
16309,7896
16310,7366
16311,7468
16312,6899
16313,7030
16314,6461
16315,6502
16316,7091
16317,7156
16318,6642
16319,6591
16320,8779
16321,10374
16322,9891
16323,9824
16324,10241
16325,10304
16326,9507
16327,9803
16328,9061
16329,8690
16330,8164
16331,8372
16332,8748
16333,8918
16334,8545
16335,8572
16336,10011
16337,9895
16338,9768
16339,8714
16340,9216
16341,9017
16342,8081
16343,8562
16344,9324
16345,8438
16346,8685
16347,8384
16348,8005
16349,7883
16350,7638
16351,7122
16352,7778
16353,7773
16354,7708
16355,7629
16356,8178
16357,7756
16358,7395
16359,7297
16360,7141
16361,7105
16362,6498
16363,6472
16364,6870
16365,6887
16366,6166
16367,6311
16368,7855
16369,7953
16370,7468
16371,7167
16372,6983
16373,6630
16374,6409
16375,6698
16376,6792
16377,6246
16378,6324
16379,6108
16380,6202
16381,6413
16382,6279
16383,5841
16384,2984
16385,2869
16386,3090
16387,2832
16388,2762
16389,2626
16390,2850
16391,2750
16392,2960
16393,2842
16394,2944
16395,2714
16396,2800
16397,2902
16398,2972
16399,2945
16400,2629
16401,2798
16402,2653
16403,2704
16404,2611
16405,2737
16406,2529
16407,2928
16408,2755
16409,2859
16410,2746
16411,3089
16412,2822
16413,2789
16414,2683
16415,2652
16416,2789
16417,2835
16418,2942
16419,3082
16420,2885
16421,2710
16422,2783
16423,2647
16424,2992
16425,3116
16426,2868
16427,2882
16428,2859
16429,2917
16430,2977
16431,2986
16432,2812
16433,2806
16434,3008
16435,2747
16436,2704
16437,2718
16438,2739
16439,2690
16440,2785
16441,3337
16442,2732
16443,2821
16444,2741
16445,2675
16446,2713
16447,2776
16448,2774
16449,2823
16450,2779
16451,2669
16452,2651
16453,2616
16454,2746
16455,2452
16456,2572
16457,2633
16458,2673
16459,2559
16460,2430
16461,2426
16462,2555
16463,2587
16464,2546
16465,2521
16466,2570
16467,2493
16468,2470
16469,2440
16470,2465
16471,2557
16472,2545
16473,2739
16474,2404
16475,2408
16476,2551
16477,2553
16478,2486
16479,2504
16480,2466
16481,2557
16482,2618
16483,2619
16484,2573
16485,2475
16486,2604
16487,2498
16488,2777
16489,2516
16490,2900
16491,2678
16492,2581
16493,2556
16494,2636
16495,2535
16496,2387
16497,2380
16498,2504
16499,2596
16500,2270
16501,2451
16502,2350
16503,2242
16504,2399
16505,2361
16506,2562
16507,2531
16508,2342
16509,2307
16510,2602
16511,2464
16512,2876
16513,2835
16514,2928
16515,2827
16516,2730
16517,2840
16518,2827
16519,2874
16520,2957
16521,2814
16522,2896
16523,2881
16524,2843
16525,2882
16526,2973
16527,2881
16528,2877
16529,2836
16530,2794
16531,2765
16532,2598
16533,2594
16534,2752
16535,2602
16536,2709
16537,2658
16538,2683
16539,2722
16540,2707
16541,2708
16542,2829
16543,2681
16544,3132
16545,3055
16546,3082
16547,2981
16548,3046
16549,2777
16550,2918
16551,2854
16552,3070
16553,3052
16554,3066
16555,3012
16556,3085
16557,2956
16558,3135
16559,2852
16560,2581
16561,2728
16562,2765
16563,2654
16564,2681
16565,2660
16566,2704
16567,2706
16568,2785
16569,2654
16570,2823
16571,2908
16572,2820
16573,2675
16574,2891
16575,2765
16576,2718
16577,2595
16578,2678
16579,2854
16580,2709
16581,2522
16582,2725
16583,2558
16584,2664
16585,2680
16586,2670
16587,2713
16588,2608
16589,2623
16590,2800
16591,2711
16592,2482
16593,2434
16594,2570
16595,2492
16596,2446
16597,2420
16598,2565
16599,2498
16600,2600
16601,2604
16602,2701
16603,2604
16604,2606
16605,2746
16606,2606
16607,2599
16608,2757
16609,2759
16610,2754
16611,2758
16612,2744
16613,2730
16614,2757
16615,2679
16616,2679
16617,2775
16618,2812
16619,2759
16620,2749
16621,2598
16622,2717
16623,2700
16624,2726
16625,2652
16626,2884
16627,2663
16628,2488
16629,2579
16630,2651
16631,2662
16632,2667
16633,2703
16634,2564
16635,2597
16636,2998
16637,2713
16638,2922
16639,2820
16640,2422
16641,2356
16642,2564
16643,2458
16644,2337
16645,2443
16646,2361
16647,16483
16648,2301
16649,2321
16650,2516
16651,2508
16652,2524
16653,2410
16654,2522
16655,3136
16656,2487
16657,2374
16658,2672
16659,2322
16660,2438
16661,2720
16662,2363
16663,2540
16664,2327
16665,2439
16666,2636
16667,2568
16668,2551
16669,2619
16670,2445
16671,2485
16672,2489
16673,2551
16674,2371
16675,2324
16676,2479
16677,2390
16678,2396
16679,2454
16680,2378
16681,2323
16682,2329
16683,2479
16684,2387
16685,2626
16686,2384
16687,2449
16688,2413
16689,2556
16690,2460
16691,2408
16692,2315
16693,2355
16694,2336
16695,2399
16696,2554
16697,2499
16698,2492
16699,2730
16700,2402
16701,2823
16702,2651
16703,2530
16704,2473
16705,2286
16706,2576
16707,2306
16708,2203
16709,2359
16710,2311
16711,2477
16712,2555
16713,2535
16714,2564
16715,2644
16716,2455
16717,2381
16718,2428
16719,2348
16720,2573
16721,2555
16722,2506
16723,2370
16724,2369
16725,2332
16726,2406
16727,2329
16728,2386
16729,2194
16730,2360
16731,2297
16732,2263
16733,2413
16734,2285
16735,2473
16736,2436
16737,2533
16738,2353
16739,2455
16740,2332
16741,2459
16742,2530
16743,2436
16744,2413
16745,2402
16746,2490
16747,2527
16748,2616
16749,2624
16750,2552
16751,2623
16752,2405
16753,2314
16754,2462
16755,2350
16756,2317
16757,2417
16758,2419
16759,2496
16760,2544
16761,2635
16762,2528
16763,2490
16764,2513
16765,2730
16766,2454
16767,2614
16768,2404
16769,2487
16770,2496
16771,2393
16772,2565
16773,2492
16774,2552
16775,2553
16776,2435
16777,2455
16778,2564
16779,2436
16780,2498
16781,2712
16782,2663
16783,2566
16784,2469
16785,2559
16786,2456
16787,2512
16788,2629
16789,2615
16790,2494
16791,2667
16792,2652
16793,2492
16794,2606
16795,2606
16796,2557
16797,2450
16798,2498
16799,2544
16800,2590
16801,2489
16802,2566
16803,2681
16804,2664
16805,2622
16806,2814
16807,2623
16808,2675
16809,2758
16810,2947
16811,2665
16812,2696
16813,2670
16814,2801
16815,2722
16816,2527
16817,2616
16818,2554
16819,2506
16820,2554
16821,2571
16822,2704
16823,2527
16824,2577
16825,2628
16826,2880
16827,2553
16828,2524
16829,2561
16830,2678
16831,2603
16832,2508
16833,2546
16834,2747
16835,2565
16836,2574
16837,2625
16838,2574
16839,2646
16840,2550
16841,2689
16842,2440
16843,2635
16844,2563
16845,2568
16846,2618
16847,2543
16848,2671
16849,2514
16850,2746
16851,2510
16852,2817
16853,2502
16854,2742
16855,2698
16856,2736
16857,2726
16858,2649
16859,2570
16860,2569
16861,2632
16862,2558
16863,2667
16864,2426
16865,2364
16866,2444
16867,2496
16868,2577
16869,2535
16870,2479
16871,2535
16872,2427
16873,2347
16874,2569
16875,2453
16876,2508
16877,2526
16878,2541
16879,2478
16880,2581
16881,2579
16882,2616
16883,2591
16884,2621
16885,2503
16886,2752
16887,2726
16888,2424
16889,2584
16890,2417
16891,2384
16892,2658
16893,2608
16894,2718
16895,2830
16896,3107
16897,3141
16898,3521
16899,3267
16900,3081
16901,2877
16902,3215
16903,3124
16904,3398
16905,3235
16906,3140
16907,3420
16908,3374
16909,3255
16910,3137
16911,3148
16912,2837
16913,2954
16914,3129
16915,3057
16916,2912
16917,2780
16918,2917
16919,2870
16920,3121
16921,3008
16922,3163
16923,3068
16924,3105
16925,2955
16926,3108
16927,3052
16928,3411
16929,3406
16930,3507
16931,3431
16932,3180
16933,3305
16934,3307
16935,3277
16936,3608
16937,3458
16938,3635
16939,3569
16940,3247
16941,3270
16942,3481
16943,3170
16944,3174
16945,3200
16946,3166
16947,3057
16948,3316
16949,3200
16950,3157
16951,3069
16952,3380
16953,3385
16954,3182
16955,3291
16956,3225
16957,3065
16958,3321
16959,2995
16960,2789
16961,2766
16962,2878
16963,2850
16964,2603
16965,2641
16966,2504
16967,2600
16968,2911
16969,2767
16970,2888
16971,2879
16972,2633
16973,2632
16974,2802
16975,2657
16976,2521
16977,2583
16978,2577
16979,2628
16980,2659
16981,2774
16982,2613
16983,2679
16984,2517
16985,2633
16986,2540
16987,2608
16988,2687
16989,2503
16990,2636
16991,2575
16992,2868
16993,2909
16994,3000
16995,2859
16996,2813
16997,2671
16998,2854
16999,2819
17000,2930
17001,2824
17002,2926
17003,3071
17004,2941
17005,2704
17006,2831
17007,2833
17008,2545
17009,2647
17010,2695
17011,2641
17012,2525
17013,2508
17014,2638
17015,2636
17016,2838
17017,2721
17018,2699
17019,2893
17020,2746
17021,2695
17022,2787
17023,2707
17024,3674
17025,3460
17026,3765
17027,3510
17028,3334
17029,3363
17030,3348
17031,3190
17032,3745
17033,3575
17034,3816
17035,3657
17036,3312
17037,3429
17038,3508
17039,3359
17040,3236
17041,3290
17042,3128
17043,3299
17044,3186
17045,2971
17046,3187
17047,3087
17048,3408
17049,3338
17050,3340
17051,3379
17052,3102
17053,3117
17054,3211
17055,3189
17056,3896
17057,3586
17058,4061
17059,3756
17060,3298
17061,3551
17062,3606
17063,3395
17064,3997
17065,3705
17066,4064
17067,3760
17068,3700
17069,3520
17070,3561
17071,3637
17072,3364
17073,3206
17074,3745
17075,3357
17076,3201
17077,3131
17078,3309
17079,3348
17080,3551
17081,3428
17082,3760
17083,3681
17084,3456
17085,3243
17086,3192
17087,3406
17088,2881
17089,2879
17090,3006
17091,2922
17092,2736
17093,2986
17094,2806
17095,2745
17096,2894
17097,3111
17098,3232
17099,3092
17100,2811
17101,2864
17102,3080
17103,2933
17104,2848
17105,2856
17106,2858
17107,2771
17108,2789
17109,2821
17110,2903
17111,2714
17112,2943
17113,2907
17114,2964
17115,2949
17116,2864
17117,2783
17118,2795
17119,2918
17120,3094
17121,3914
17122,3214
17123,3117
17124,3188
17125,3014
17126,3096
17127,3048
17128,3317
17129,3150
17130,3311
17131,3185
17132,3085
17133,3203
17134,3049
17135,3124
17136,3140
17137,3038
17138,3146
17139,3066
17140,2847
17141,2961
17142,2940
17143,2875
17144,3221
17145,3050
17146,3188
17147,3121
17148,3003
17149,2913
17150,3084
17151,2927
17152,2821
17153,2721
17154,2625
17155,2890
17156,2686
17157,3016
17158,2664
17159,2702
17160,2592
17161,2673
17162,2700
17163,2571
17164,2710
17165,3164
17166,2841
17167,2813
17168,2917
17169,2678
17170,2766
17171,2563
17172,2603
17173,2595
17174,2573
17175,2573
17176,2692
17177,2491
17178,2620
17179,2557
17180,2556
17181,2584
17182,2563
17183,2601
17184,2628
17185,2629
17186,2744
17187,2722
17188,2521
17189,2726
17190,2619
17191,2541
17192,2841
17193,2603
17194,2819
17195,2591
17196,2573
17197,2551
17198,2563
17199,2564
17200,2620
17201,2543
17202,2661
17203,2727
17204,2623
17205,2637
17206,2671
17207,2711
17208,2468
17209,2633
17210,2486
17211,2639
17212,2701
17213,2598
17214,2796
17215,2722
17216,2596
17217,2420
17218,2609
17219,2550
17220,2680
17221,2551
17222,2561
17223,2566
17224,2479
17225,2531
17226,2613
17227,2507
17228,2443
17229,2476
17230,2562
17231,2273
17232,2391
17233,2301
17234,2381
17235,2402
17236,2434
17237,2961
17238,2304
17239,2384
17240,2418
17241,2429
17242,2359
17243,2451
17244,2417
17245,2437
17246,2438
17247,2401
17248,2687
17249,2646
17250,2548
17251,2627
17252,2597
17253,2388
17254,2550
17255,2577
17256,2722
17257,2489
17258,2558
17259,2713
17260,2649
17261,2521
17262,2751
17263,2724
17264,2415
17265,2363
17266,2440
17267,2315
17268,2307
17269,2378
17270,2326
17271,2347
17272,2501
17273,2365
17274,2690
17275,2478
17276,2433
17277,2401
17278,2402
17279,2407
17280,2717
17281,2692
17282,2699
17283,2712
17284,2638
17285,2599
17286,2869
17287,2658
17288,2751
17289,2765
17290,2834
17291,2756
17292,2787
17293,2708
17294,2658
17295,2666
17296,2628
17297,2637
17298,2576
17299,2616
17300,2741
17301,2811
17302,2584
17303,2756
17304,2716
17305,2729
17306,2844
17307,2733
17308,2618
17309,2676
17310,2708
17311,2546
17312,2911
17313,2795
17314,2823
17315,2858
17316,2741
17317,2766
17318,2779
17319,2752
17320,2943
17321,2866
17322,2981
17323,2881
17324,2761
17325,2657
17326,2730
17327,2849
17328,2746
17329,2652
17330,2714
17331,2604
17332,2823
17333,2750
17334,2547
17335,2672
17336,2692
17337,2733
17338,2728
17339,2791
17340,2633
17341,2640
17342,2689
17343,2621
17344,2568
17345,2558
17346,2619
17347,2578
17348,2597
17349,2677
17350,2523
17351,2560
17352,2619
17353,2778
17354,2710
17355,2644
17356,2547
17357,2610
17358,2684
17359,2614
17360,2643
17361,2592
17362,2474
17363,2669
17364,2391
17365,2420
17366,2531
17367,2432
17368,2593
17369,2712
17370,2603
17371,2501
17372,2584
17373,2361
17374,2581
17375,2480
17376,2631
17377,2658
17378,2708
17379,2648
17380,2749
17381,2648
17382,2585
17383,2809
17384,2741
17385,2594
17386,2672
17387,2848
17388,2604
17389,2707
17390,2733
17391,2563
17392,2553
17393,2601
17394,2638
17395,2688
17396,2531
17397,2611
17398,2583
17399,2632
17400,2738
17401,2654
17402,2724
17403,2879
17404,2659
17405,2750
17406,2692
17407,2590
17408,2547
17409,2240
17410,2547
17411,2382
17412,2279
17413,2331
17414,2320
17415,2195
17416,2430
17417,2459
17418,2662
17419,2502
17420,2364
17421,2417
17422,2285
17423,2439
17424,2302
17425,2271
17426,2348
17427,2329
17428,2297
17429,2227
17430,2176
17431,2166
17432,2262
17433,2301
17434,2507
17435,2563
17436,2339
17437,2175
17438,2336
17439,2177
17440,2546
17441,2533
17442,2517
17443,2580
17444,2446
17445,2290
17446,2439
17447,2456
17448,2678
17449,2585
17450,2647
17451,2755
17452,2591
17453,2413
17454,2796
17455,2434
17456,2385
17457,2586
17458,2436
17459,2389
17460,2360
17461,2312
17462,2330
17463,2260
17464,2533
17465,2363
17466,2382
17467,2442
17468,2415
17469,2441
17470,2401
17471,2387
17472,2162
17473,2247
17474,2238
17475,2296
17476,2077
17477,2280
17478,2136
17479,2223
17480,2292
17481,2240
17482,2318
17483,2235
17484,2285
17485,2207
17486,2314
17487,2305
17488,2380
17489,2190
17490,2401
17491,2359
17492,2174
17493,2272
17494,2255
17495,2378
17496,2326
17497,2382
17498,2423
17499,2432
17500,2382
17501,2208
17502,2365
17503,2487
17504,2472
17505,2304
17506,2480
17507,2490
17508,2386
17509,2344
17510,2399
17511,2223
17512,2354
17513,2377
17514,2304
17515,2392
17516,2339
17517,2472
17518,2423
17519,2477
17520,2446
17521,2446
17522,2474
17523,2476
17524,2531
17525,2425
17526,2592
17527,2497
17528,2440
17529,2474
17530,2412
17531,2509
17532,2704
17533,2613
17534,2441
17535,2668
17536,2722
17537,2706
17538,2524
17539,2612
17540,2695
17541,2563
17542,2668
17543,2569
17544,2700
17545,2619
17546,2761
17547,2638
17548,2725
17549,2722
17550,2754
17551,2677
17552,2408
17553,2449
17554,2506
17555,2455
17556,2444
17557,2404
17558,2320
17559,2430
17560,2592
17561,2447
17562,2542
17563,2389
17564,2460
17565,2416
17566,2265
17567,2309
17568,2695
17569,2561
17570,2612
17571,2606
17572,2788
17573,2571
17574,2476
17575,2590
17576,2454
17577,2560
17578,2639
17579,2713
17580,2560
17581,2496
17582,2642
17583,2364
17584,2561
17585,2447
17586,2453
17587,2308
17588,2207
17589,2232
17590,2138
17591,2148
17592,2394
17593,2350
17594,2464
17595,2382
17596,2033
17597,2063
17598,2390
17599,2305
17600,2306
17601,2539
17602,2484
17603,2482
17604,2518
17605,2637
17606,2581
17607,2481
17608,2446
17609,2543
17610,2415
17611,2357
17612,2434
17613,2458
17614,2335
17615,2464
17616,2500
17617,2445
17618,2552
17619,2449
17620,2431
17621,2525
17622,2543
17623,2656
17624,2630
17625,2407
17626,2427
17627,2491
17628,2526
17629,2387
17630,2494
17631,2486
17632,2287
17633,2276
17634,2159
17635,2252
17636,2281
17637,2418
17638,2235
17639,2339
17640,2128
17641,2309
17642,2235
17643,2324
17644,2152
17645,2281
17646,2386
17647,2243
17648,2517
17649,2558
17650,2401
17651,2490
17652,2415
17653,2423
17654,2415
17655,2442
17656,2338
17657,2410
17658,2324
17659,2415
17660,2338
17661,2508
17662,2436
17663,2415
17664,2311
17665,2237
17666,2308
17667,2168
17668,2176
17669,2287
17670,2281
17671,2262
17672,2319
17673,2198
17674,2361
17675,2330
17676,2397
17677,2358
17678,2326
17679,2326
17680,2262
17681,2309
17682,2353
17683,2362
17684,2429
17685,2461
17686,2377
17687,2347
17688,2335
17689,2410
17690,2312
17691,2516
17692,2431
17693,2494
17694,2402
17695,2532
17696,2435
17697,2338
17698,2537
17699,2368
17700,2427
17701,2369
17702,2357
17703,2333
17704,2643
17705,2448
17706,2602
17707,2620
17708,2285
17709,2445
17710,2452
17711,2619
17712,2472
17713,2453
17714,2509
17715,2586
17716,2363
17717,2437
17718,2522
17719,2583
17720,2377
17721,2342
17722,2489
17723,2473
17724,2448
17725,2419
17726,2591
17727,2493
17728,2466
17729,2494
17730,2319
17731,2369
17732,2607
17733,2538
17734,2470
17735,2478
17736,2369
17737,2480
17738,2417
17739,2474
17740,2461
17741,2509
17742,2544
17743,2416
17744,2683
17745,2615
17746,2669
17747,2628
17748,2376
17749,2517
17750,2449
17751,2495
17752,2565
17753,2546
17754,2617
17755,2528
17756,2521
17757,2783
17758,2648
17759,2570
17760,2416
17761,2459
17762,2404
17763,2427
17764,2529
17765,2522
17766,2421
