healpix_6,n_objetos
26351,3056
26352,3169
26353,3242
26354,3162
26355,3234
26356,3231
26357,3220
26358,3133
26359,3102
26360,3127
26361,3032
26362,3194
26363,3196
26364,3162
26365,3198
26366,3183
26367,3201
26368,3784
26369,3795
26370,3652
26371,3694
26372,3764
26373,3764
26374,3662
26375,3686
26376,3431
26377,3702
26378,3476
26379,3408
26380,3640
26381,3547
26382,3805
26383,3435
26384,3705
26385,3777
26386,3585
26387,3704
26388,3657
26389,3663
26390,3533
26391,3521
26392,3404
26393,3429
26394,3525
26395,3367
26396,3389
26397,3465
26398,3406
26399,3262
26400,3390
26401,3534
26402,3171
26403,3299
26404,3509
26405,3276
26406,3436
26407,3323
26408,3276
26409,3217
26410,3264
26411,3219
26412,3246
26413,3256
26414,3122
26415,3123
26416,3264
26417,3251
26418,3371
26419,3284
26420,3227
26421,3177
26422,3178
26423,3203
26424,3274
26425,3212
26426,3032
26427,2948
26428,3184
26429,3083
26430,3179
26431,2988
26432,3890
26433,3650
26434,3519
26435,3546
26436,3535
26437,3590
26438,3611
26439,3609
26440,3497
26441,3325
26442,3435
26443,3458
26444,3407
26445,3475
26446,3288
26447,3333
26448,3593
26449,3413
26450,3583
26451,3398
26452,3452
26453,3380
26454,3353
26455,3278
26456,3494
26457,3458
26458,3361
26459,3472
26460,3466
26461,3359
26462,3412
26463,3377
26464,3277
26465,3144
26466,3211
26467,3104
26468,3379
26469,3333
26470,3174
26471,3154
26472,3092
26473,3161
26474,3179
26475,3156
26476,3137
26477,3070
26478,3128
26479,3063
26480,3279
26481,3277
26482,3075
26483,3206
26484,3256
26485,3369
26486,3297
26487,3211
26488,3163
26489,3157
26490,3073
26491,3133
26492,3202
26493,3160
26494,3027
26495,3128
26496,3160
26497,3157
26498,3265
26499,3077
26500,3139
26501,3159
26502,3036
26503,3019
26504,3446
26505,3254
26506,3217
26507,3382
26508,3259
26509,3222
26510,3532
26511,3249
26512,3029
26513,3159
26514,2993
26515,2932
26516,2949
26517,3077
26518,2871
26519,3059
26520,2943
26521,3037
26522,3042
26523,2962
26524,2885
26525,3055
26526,3193
26527,3186
26528,3180
26529,3274
26530,3129
26531,3076
26532,3275
26533,3229
26534,3107
26535,3124
26536,3156
26537,3087
26538,3013
26539,2986
26540,3121
26541,3079
26542,3045
26543,2949
26544,3308
26545,3208
26546,3134
26547,3090
26548,3190
26549,3059
26550,3126
26551,3174
26552,3017
26553,3085
26554,3017
26555,2845
26556,2984
26557,3219
26558,2795
26559,2916
26560,2958
26561,3094
26562,2972
26563,2999
26564,3046
26565,3028
26566,2938
26567,2835
26568,3037
26569,3125
26570,2917
26571,2925
26572,3185
26573,2990
26574,3068
26575,2967
26576,2941
26577,2952
26578,2906
26579,3020
26580,3108
26581,2956
26582,2932
26583,2960
26584,2894
26585,2982
26586,3057
26587,3023
26588,2934
26589,2978
26590,3001
26591,2940
26592,2864
26593,2797
26594,2976
26595,3033
26596,3102
26597,2923
26598,2876
26599,2907
26600,2957
26601,3038
26602,2940
26603,2722
26604,2952
26605,3050
26606,2824
26607,2849
26608,2845
26609,2839
26610,2848
26611,2775
26612,2830
26613,2903
26614,2783
26615,2940
26616,3009
26617,3060
26618,3118
26619,2889
26620,3036
26621,2865
26622,2922
26623,3098
26624,5384
26625,5185
26626,5133
26627,5137
26628,4960
26629,5071
26630,4890
26631,4643
26632,5186
26633,4992
26634,5078
26635,4846
26636,4806
26637,4623
26638,4695
26639,4527
26640,4632
26641,4477
26642,4617
26643,4480
26644,4409
26645,4303
26646,4371
26647,4393
26648,4402
26649,4420
26650,4409
26651,4393
26652,4307
26653,4045
26654,4075
26655,4074
26656,5046
26657,4778
26658,4877
26659,4711
26660,4565
26661,4384
26662,4492
26663,4392
26664,4951
26665,4584
26666,4912
26667,4695
26668,4497
26669,4182
26670,4384
26671,4374
26672,4225
26673,4295
26674,4161
26675,4147
26676,3968
26677,4061
26678,4054
26679,4048
26680,4220
26681,4179
26682,4309
26683,4044
26684,3977
26685,3927
26686,4066
26687,3954
26688,4171
26689,4226
26690,4151
26691,4065
26692,4172
26693,4010
26694,4073
26695,4099
26696,4137
26697,4072
26698,3969
26699,4049
26700,3843
26701,4060
26702,3881
26703,3803
26704,3960
26705,3816
26706,3879
26707,3694
26708,3570
26709,3501
26710,3562
26711,3365
26712,3932
26713,3796
26714,3759
26715,3612
26716,3530
26717,3557
26718,3474
26719,3341
26720,3999
26721,4047
26722,4023
26723,3801
26724,3798
26725,3677
26726,3762
26727,3728
26728,3882
26729,3876
26730,3822
26731,3830
26732,3760
26733,3576
26734,3735
26735,3733
26736,3714
26737,3589
26738,3671
26739,3815
26740,3459
26741,3590
26742,3564
26743,3337
26744,3510
26745,3542
26746,3604
26747,3415
26748,3571
26749,3404
26750,3326
26751,3450
26752,4893
26753,4623
26754,4869
26755,4706
26756,4437
26757,4268
26758,4502
26759,4330
26760,4822
26761,4686
26762,4790
26763,4562
26764,4484
26765,4313
26766,4436
26767,4388
26768,4194
26769,4104
26770,4228
26771,4051
26772,4094
26773,3827
26774,3827
26775,3907
26776,4294
26777,3966
26778,4105
26779,4003
26780,4013
26781,3828
26782,4097
26783,3914
26784,4830
26785,4738
26786,4788
26787,4783
26788,4543
26789,4158
26790,4352
26791,4112
26792,5047
26793,4663
26794,5049
26795,4697
26796,4362
26797,4283
26798,4382
26799,4101
26800,4017
26801,3921
26802,4071
26803,4079
26804,3923
26805,3767
26806,3885
26807,3769
26808,4171
26809,4049
26810,4117
26811,3849
26812,3851
26813,3884
26814,3862
26815,3861
26816,3810
26817,3707
26818,3589
26819,3750
26820,3503
26821,3558
26822,3460
26823,3478
26824,3781
26825,3601
26826,3693
26827,3807
26828,3541
26829,3603
26830,3737
26831,3522
26832,3397
26833,3322
26834,3533
26835,3317
26836,3297
26837,3393
26838,3233
26839,3335
26840,3436
26841,3338
26842,3393
26843,3253
26844,3252
26845,3164
26846,3178
26847,3165
26848,3743
26849,3590
26850,3773
26851,3546
26852,3617
26853,3331
26854,3586
26855,3280
26856,3615
26857,3623
26858,4056
26859,3490
26860,3621
26861,3439
26862,3495
26863,3341
26864,3341
26865,3218
26866,3304
26867,3391
26868,3213
26869,3218
26870,3261
26871,3138
26872,3194
26873,3227
26874,3366
26875,3172
26876,3096
26877,3055
26878,3042
26879,3084
26880,3572
26881,3399
26882,3515
26883,3352
26884,3399
26885,3437
26886,3260
26887,3350
26888,3375
26889,3432
26890,3383
26891,3283
26892,3386
26893,3323
26894,3393
26895,3282
26896,3287
26897,3320
26898,3236
26899,3344
26900,3373
26901,3199
26902,3139
26903,3174
26904,3342
26905,3159
26906,3375
26907,3152
26908,3006
26909,3051
26910,3094
26911,2953
26912,3306
26913,3428
26914,3330
26915,3193
26916,3269
26917,3275
26918,3229
26919,3120
26920,3351
26921,3293
26922,3337
26923,3182
26924,3135
26925,2993
26926,3141
26927,2987
26928,3267
26929,3161
26930,3166
26931,3290
26932,3073
26933,2929
26934,3079
26935,3103
26936,3095
26937,3096
26938,2988
26939,2943
26940,3087
26941,2894
26942,2974
26943,2971
26944,3214
26945,3204
26946,3055
26947,3200
26948,3168
26949,3257
26950,3152
26951,3144
26952,3050
26953,3040
26954,2917
26955,3030
26956,3041
26957,2961
26958,2840
26959,2875
26960,3304
26961,3382
26962,3103
26963,3098
26964,3298
26965,3372
26966,3076
26967,3042
26968,2926
26969,2910
26970,2899
26971,2823
26972,2851
26973,3009
26974,2886
26975,2854
26976,2957
26977,3040
26978,2940
26979,2966
26980,2875
26981,2869
26982,3026
26983,3100
26984,2927
26985,2950
26986,2903
26987,2889
26988,2873
26989,2844
26990,2890
26991,2849
26992,2737
26993,2866
26994,2907
26995,2859
26996,2778
26997,2877
26998,2725
26999,2712
27000,2945
27001,2978
27002,2815
27003,2731
27004,2890
27005,2774
27006,2729
27007,2709
27008,3208
27009,3154
27010,3220
27011,3159
27012,2932
27013,2918
27014,3100
27015,3024
27016,3228
27017,3192
27018,3118
27019,3130
27020,2915
27021,2919
27022,3041
27023,2866
27024,2942
27025,2933
27026,2890
27027,3092
27028,3066
27029,2868
27030,2902
27031,3028
27032,2730
27033,2818
27034,2864
27035,2874
27036,2720
27037,2765
27038,2848
27039,2742
27040,2979
27041,3085
27042,2973
27043,2946
27044,2972
27045,2891
27046,3010
27047,2997
27048,3073
27049,2882
27050,2954
27051,2917
27052,2999
27053,3043
27054,3047
27055,2917
27056,2912
27057,2850
27058,2816
27059,2787
27060,2782
27061,2696
27062,2724
27063,2572
27064,2752
27065,2770
27066,2849
27067,2745
27068,2624
27069,2678
27070,2667
27071,2712
27072,2783
27073,2789
27074,2929
27075,2882
27076,2875
27077,2835
27078,2735
27079,2785
27080,2911
27081,2953
27082,2870
27083,2857
27084,2668
27085,2716
27086,2691
27087,2576
27088,2784
27089,2652
27090,2603
27091,2535
27092,2560
27093,2661
27094,2637
27095,2638
27096,2582
27097,2490
27098,2609
27099,2525
27100,2612
27101,2650
27102,2547
27103,2396
27104,2594
27105,2732
27106,2653
27107,2681
27108,2599
27109,2613
27110,2657
27111,2562
27112,2557
27113,2659
27114,2611
27115,2704
27116,2656
27117,2611
27118,2790
27119,2670
27120,2548
27121,2487
27122,2417
27123,2540
27124,2410
27125,2507
27126,2439
27127,2445
27128,2558
27129,2434
27130,2634
27131,2617
27132,2413
27133,2505
27134,2595
27135,2430
27136,5270
27137,5056
27138,4787
27139,5018
27140,4384
27141,4160
27142,4467
27143,4127
27144,4921
27145,4923
27146,4986
27147,4926
27148,4696
27149,4301
27150,4655
27151,4304
27152,4126
27153,4104
27154,4011
27155,4002
27156,3927
27157,3880
27158,3969
27159,3841
27160,4149
27161,3971
27162,4153
27163,4140
27164,3920
27165,3844
27166,3829
27167,3765
27168,5172
27169,5094
27170,5177
27171,5008
27172,4750
27173,4417
27174,4765
27175,4811
27176,5120
27177,4916
27178,5071
27179,4974
27180,4621
27181,4615
27182,4783
27183,4580
27184,4327
27185,4041
27186,4353
27187,4261
27188,3900
27189,3737
27190,3799
27191,3777
27192,4488
27193,4266
27194,4424
27195,4340
27196,4003
27197,3657
27198,4227
27199,3712
27200,3618
27201,3617
27202,3696
27203,3499
27204,3413
27205,3369
27206,3558
27207,4625
27208,3564
27209,3533
27210,3620
27211,3571
27212,3301
27213,3439
27214,3373
27215,3330
27216,3300
27217,3202
27218,3570
27219,3215
27220,3075
27221,3104
27222,3179
27223,3003
27224,3430
27225,3335
27226,3342
27227,3247
27228,3189
27229,2970
27230,3024
27231,2972
27232,3712
27233,3505
27234,3645
27235,3570
27236,3443
27237,3547
27238,3620
27239,3441
27240,3554
27241,3488
27242,3488
27243,3437
27244,3501
27245,3414
27246,3527
27247,3307
27248,3390
27249,3345
27250,3238
27251,3245
27252,3179
27253,2907
27254,3083
27255,3033
27256,3262
27257,3195
27258,3345
27259,3219
27260,3119
27261,3106
27262,3107
27263,3064
27264,5190
27265,4970
27266,5158
27267,5021
27268,4802
27269,4609
27270,4662
27271,4644
27272,5274
27273,5103
27274,5445
27275,5212
27276,4961
27277,4636
27278,5128
27279,4741
27280,4442
27281,4288
27282,4530
27283,4205
27284,4264
27285,4053
27286,4121
27287,3817
27288,4356
27289,4280
27290,4396
27291,4181
27292,4058
27293,3845
27294,3997
27295,3784
27296,5405
27297,5083
27298,5320
27299,5105
27300,4826
27301,4853
27302,4814
27303,4559
27304,5216
27305,4925
27306,5384
27307,5226
27308,4778
27309,4583
27310,4721
27311,4597
27312,4518
27313,4258
27314,4487
27315,4315
27316,4041
27317,3742
27318,4268
27319,3915
27320,4442
27321,4359
27322,4490
27323,4261
27324,4272
27325,4183
27326,4213
27327,4153
27328,3634
27329,3342
27330,3702
27331,3586
27332,3436
27333,3223
27334,3596
27335,3323
27336,3752
27337,3922
27338,3885
27339,3858
27340,3570
27341,3345
27342,3689
27343,3462
27344,3190
27345,3296
27346,3207
27347,3049
27348,3198
27349,3011
27350,3206
27351,2978
27352,3446
27353,3135
27354,3294
27355,3428
27356,3257
27357,2993
27358,3242
27359,3121
27360,3808
27361,3731
27362,3831
27363,3757
27364,3669
27365,3625
27366,3625
27367,3539
27368,3870
27369,3759
27370,4075
27371,3931
27372,3616
27373,3494
27374,3755
27375,3587
27376,3429
27377,3270
27378,3663
27379,3408
27380,3232
27381,3114
27382,3229
27383,3193
27384,3523
27385,3413
27386,3650
27387,3459
27388,3189
27389,3233
27390,3436
27391,3507
27392,2915
27393,2925
27394,2943
27395,2873
27396,2933
27397,2980
27398,3016
27399,2817
27400,2946
27401,2859
27402,2958
27403,2913
27404,2949
27405,2819
27406,3039
27407,3005
27408,2789
27409,2867
27410,2757
27411,2720
27412,2688
27413,2658
27414,2720
27415,2636
27416,2864
27417,2862
27418,2831
27419,2838
27420,2736
27421,2587
27422,2804
27423,2625
27424,3003
27425,3049
27426,2961
27427,2942
27428,3066
27429,2986
27430,2902
27431,2909
27432,2963
27433,2868
27434,2833
27435,2976
27436,2821
27437,2912
27438,2869
27439,2753
27440,2798
27441,2681
27442,2941
27443,2703
27444,2732
27445,2565
27446,2720
27447,2700
27448,2856
27449,2686
27450,2870
27451,2669
27452,2670
27453,2733
27454,2741
27455,2585
27456,2620
27457,2682
27458,2660
27459,2585
27460,2666
27461,2565
27462,2522
27463,2633
27464,2618
27465,2534
27466,2519
27467,2664
27468,2696
27469,2582
27470,2705
27471,2726
27472,2558
27473,2509
27474,2632
27475,2492
27476,2496
27477,2265
27478,2491
27479,2444
27480,2612
27481,2493
27482,2685
27483,2509
27484,2469
27485,2459
27486,2486
27487,2520
27488,2602
27489,2775
27490,2640
27491,2517
27492,2602
27493,2532
27494,2541
27495,2412
27496,2553
27497,2407
27498,2464
27499,2471
27500,2466
27501,2446
27502,2454
27503,2391
27504,2653
27505,2582
27506,2568
27507,2502
27508,2415
27509,2551
27510,2482
27511,2441
27512,2378
27513,2361
27514,2382
27515,2437
27516,2394
27517,2380
27518,2413
27519,2545
27520,2992
27521,2912
27522,2904
27523,2888
27524,2798
27525,2689
27526,2809
27527,2755
27528,2980
27529,2921
27530,2916
27531,2931
27532,2780
27533,2670
27534,2686
27535,2636
27536,2709
27537,2635
27538,2674
27539,2763
27540,2716
27541,2541
27542,2701
27543,2700
27544,2537
27545,2539
27546,2574
27547,2522
27548,2544
27549,2538
27550,2638
27551,2617
27552,3023
27553,3034
27554,3152
27555,2989
27556,2923
27557,2858
27558,2955
27559,2883
27560,3030
27561,3093
27562,3201
27563,3147
27564,3019
27565,2871
27566,3020
27567,2830
27568,2732
27569,2584
27570,3007
27571,2871
27572,2464
27573,2671
27574,3116
27575,2639
27576,2990
27577,2816
27578,2803
27579,2797
27580,4779
27581,2704
27582,2710
27583,2715
27584,2507
27585,2444
27586,2758
27587,2483
27588,2411
27589,2366
27590,2471
27591,2476
27592,2538
27593,2505
27594,2536
27595,2626
27596,2390
27597,2415
27598,2464
27599,2444
27600,2428
27601,2337
27602,2425
27603,2275
27604,2375
27605,2381
27606,2398
27607,2420
27608,2532
27609,2350
27610,2341
27611,2437
27612,2399
27613,2496
27614,2496
27615,2519
27616,2700
27617,2547
27618,2741
27619,2737
27620,2426
27621,2408
27622,2576
27623,2652
27624,2741
27625,2787
27626,2837
27627,2705
27628,2591
27629,2649
27630,2706
27631,2595
27632,2519
27633,2606
27634,2496
27635,2434
27636,2576
27637,2471
27638,2491
27639,2324
27640,2561
27641,2545
27642,2545
27643,2669
27644,2516
27645,2430
27646,2658
27647,2599
27648,3189
27649,3144
27650,3108
27651,2936
27652,3062
27653,3004
27654,3113
27655,3023
27656,3082
27657,2982
27658,2893
27659,3001
27660,2961
27661,2997
27662,2850
27663,2876
27664,2888
27665,2930
27666,2864
27667,2884
27668,2951
27669,2885
27670,2904
27671,2939
27672,3172
27673,2893
27674,2897
27675,2844
27676,2861
27677,2985
27678,2935
27679,3031
27680,2777
27681,2762
27682,2722
27683,2730
27684,3129
27685,3047
27686,2765
27687,2760
27688,2799
27689,2697
27690,2706
27691,2696
27692,2655
27693,2693
27694,2725
27695,2621
27696,2794
27697,2775
27698,2746
27699,2801
27700,2848
27701,2921
27702,2727
27703,2615
27704,2638
27705,2740
27706,2680
27707,2740
27708,2793
27709,2809
27710,2863
27711,2679
27712,2851
27713,2798
27714,2862
27715,2991
27716,2882
27717,2830
27718,2871
27719,2967
27720,2876
27721,2779
27722,2956
27723,2732
27724,2995
27725,2824
27726,2827
27727,2848
27728,2814
27729,2892
27730,2806
27731,2766
27732,3055
27733,3355
27734,2800
27735,2862
27736,3045
27737,2893
27738,2751
27739,2760
27740,2822
27741,2612
27742,2886
27743,2510
27744,2925
27745,2990
27746,2776
27747,2825
27748,2734
27749,2676
27750,2747
27751,2810
27752,2759
27753,2758
27754,2640
27755,2738
27756,2730
27757,2736
27758,2668
27759,2630
27760,2796
27761,2574
27762,2665
27763,2681
27764,2758
27765,3220
27766,2681
27767,2713
27768,2686
27769,2708
27770,2677
27771,2598
27772,2766
27773,2702
27774,2691
27775,2648
27776,2550
27777,2767
27778,2524
27779,2513
27780,2604
27781,2708
27782,2588
27783,2707
27784,2579
27785,2527
27786,2497
27787,2498
27788,2463
27789,2607
27790,2496
27791,2385
27792,2597
27793,2721
27794,2631
27795,2565
27796,2595
27797,2916
27798,2512
27799,2568
27800,2640
27801,2550
27802,2586
27803,2663
27804,2599
27805,2569
27806,2402
27807,2639
27808,2395
27809,2448
27810,2362
27811,2362
27812,2470
27813,2462
27814,2474
27815,2478
27816,2443
27817,2294
27818,2377
27819,2437
27820,2357
27821,2473
27822,2436
27823,2424
27824,2475
27825,2748
27826,2255
27827,2448
27828,2763
27829,2480
27830,2601
27831,2431
27832,2337
27833,2346
27834,2491
27835,2440
27836,2514
27837,2432
27838,2326
27839,2475
27840,2711
27841,2800
27842,2747
27843,2669
27844,2809
27845,2670
27846,2666
27847,2717
27848,2628
27849,2657
27850,2448
27851,2552
27852,2682
27853,2632
27854,2612
27855,2638
27856,2702
27857,2682
27858,2713
27859,2707
27860,2652
27861,2597
27862,2675
27863,2532
27864,2692
27865,2597
27866,2565
27867,2680
27868,2434
27869,2562
27870,2431
27871,2536
27872,2459
27873,2472
27874,2272
27875,2320
27876,2496
27877,2499
27878,2205
27879,2338
27880,2325
27881,2289
27882,2351
27883,2345
27884,2288
27885,2282
27886,2298
27887,2104
27888,2558
27889,2501
27890,2365
27891,2320
27892,2413
27893,2451
27894,2458
27895,2366
27896,2149
27897,2260
27898,2110
27899,2143
27900,2388
27901,2461
27902,2228
27903,2280
27904,3169
27905,3255
27906,3132
27907,3361
27908,2849
27909,2869
27910,3000
27911,2817
27912,2591
27913,2860
27914,2494
27915,2485
27916,2844
27917,2939
27918,2730
27919,2644
27920,2911
27921,2850
27922,2826
27923,2831
27924,2773
27925,2815
27926,2775
27927,2897
27928,2932
27929,2811
27930,2699
27931,2804
27932,2684
27933,2665
27934,2741
27935,2624
27936,2565
27937,2471
27938,2562
27939,2483
27940,2425
27941,2734
27942,2592
27943,2544
27944,2587
27945,2584
27946,2448
27947,2363
27948,2574
27949,2470
27950,2507
27951,2481
27952,2608
27953,2630
27954,2652
27955,2580
27956,2674
27957,2766
27958,2566
27959,2663
27960,2742
27961,2701
27962,2535
27963,2611
27964,2602
27965,2701
27966,2693
27967,2709
27968,2770
27969,2814
27970,2774
27971,2714
27972,2847
27973,2831
27974,2813
27975,9987
27976,2679
27977,2714
27978,2741
27979,2618
27980,2744
27981,11171
27982,2856
27983,2616
27984,4670
27985,2830
27986,5386
27987,2778
27988,2728
27989,2737
27990,2870
27991,2767
27992,3464
27993,2778
27994,2802
27995,2757
27996,2587
27997,2798
27998,2685
27999,2755
28000,2640
28001,2817
28002,2895
28003,2822
28004,2817
28005,2850
28006,2822
28007,2658
28008,2672
28009,2559
28010,2480
28011,2391
28012,2728
28013,2579
28014,2273
28015,2642
28016,2722
28017,2680
28018,2759
28019,2568
28020,2582
28021,2658
28022,2662
28023,2567
28024,2427
28025,2448
28026,2514
28027,2633
28028,2499
28029,2490
28030,2553
28031,2617
28032,2411
28033,2610
28034,2504
28035,2600
28036,2606
28037,2488
28038,2535
28039,2528
28040,2576
28041,2565
28042,2359
28043,2448
28044,2376
28045,2453
28046,2439
28047,2463
28048,2471
28049,2453
28050,2591
28051,2493
28052,2713
28053,2794
28054,2595
28055,2539
28056,2524
28057,2512
28058,2673
28059,2450
28060,2402
28061,2302
28062,2374
28063,2283
28064,2404
28065,2559
28066,2409
28067,4412
28068,2525
28069,2483
28070,2418
28071,2344
28072,2332
28073,2337
28074,2219
28075,2316
28076,2265
28077,2359
28078,2186
28079,2179
28080,2390
28081,2415
28082,2402
28083,2359
28084,2393
28085,2330
28086,2261
28087,2233
28088,2317
28089,2303
28090,2248
28091,2237
28092,2186
28093,2236
28094,2307
28095,2224
28096,2493
28097,2499
28098,2495
28099,2299
28100,2204
28101,2391
28102,2289
28103,2291
28104,2514
28105,2370
28106,2361
28107,2474
28108,2415
28109,2423
28110,2463
28111,2331
28112,2352
28113,2642
28114,2290
28115,2351
28116,2748
28117,2563
28118,2442
28119,2732
28120,2296
28121,2372
28122,2331
28123,2422
28124,2438
28125,2448
28126,2307
28127,2356
28128,2232
28129,2352
28130,2215
28131,2289
28132,2327
28133,2359
28134,2365
28135,2409
28136,2251
28137,2272
28138,2278
28139,2277
28140,2372
28141,2638
28142,2267
28143,2484
28144,2304
28145,2364
28146,2485
28147,2436
28148,2276
28149,2353
28150,2312
28151,2319
28152,2472
28153,2610
28154,2351
28155,2274
28156,2361
28157,2403
28158,2326
28159,2332
28160,2397
28161,2372
28162,2451
28163,2373
28164,2369
28165,2489
28166,2442
28167,2640
28168,2425
28169,2517
28170,2498
28171,2359
28172,2517
28173,2337
28174,2603
28175,2484
28176,2327
28177,2350
28178,2380
28179,2373
28180,2429
28181,2359
28182,2410
28183,2332
28184,2381
28185,2247
28186,2325
28187,2350
28188,2367
28189,2428
28190,2417
28191,2331
28192,2354
28193,2433
28194,2310
28195,2333
28196,2456
28197,2447
28198,2312
28199,2403
28200,2267
28201,2245
28202,2372
28203,2364
28204,2274
28205,2267
28206,2356
28207,2301
28208,2310
28209,2372
28210,2252
28211,2325
28212,2265
28213,2480
28214,2350
28215,2391
28216,2426
28217,2356
28218,2322
28219,2264
28220,2264
28221,2250
28222,2247
28223,2160
28224,2315
28225,2381
28226,2356
28227,2373
28228,2188
28229,2235
28230,2298
28231,2268
28232,2297
28233,2348
28234,2515
28235,2272
28236,2323
28237,2376
28238,2206
28239,2118
28240,2107
28241,2149
28242,2211
28243,2090
28244,2171
28245,2284
28246,2194
28247,2102
28248,2177
28249,2111
28250,2135
28251,2089
28252,2043
28253,2142
28254,2106
28255,2203
28256,2305
28257,2218
28258,2254
28259,2248
28260,2053
28261,2227
28262,2288
28263,2336
28264,2221
28265,2504
28266,2164
28267,2333
28268,2290
28269,2524
28270,2147
28271,2353
28272,2223
28273,2220
28274,2373
28275,2240
28276,2173
28277,2180
28278,2150
28279,2230
28280,2215
28281,2070
28282,2241
28283,2311
28284,2088
28285,2113
28286,2154
28287,2215
28288,2335
28289,2345
28290,2407
28291,2426
28292,2302
28293,2275
28294,2452
28295,2227
28296,2440
28297,2508
28298,2520
28299,2480
28300,2487
28301,2391
28302,2400
28303,2442
28304,2323
28305,2399
28306,2276
28307,2248
28308,2223
28309,2267
28310,2154
28311,2232
28312,2365
28313,2412
28314,2347
28315,2372
28316,2375
28317,2176
28318,2237
28319,2146
28320,2394
28321,2342
28322,2378
28323,2374
28324,2337
28325,2256
28326,2234
28327,2286
28328,2358
28329,2355
28330,2533
28331,2459
28332,2333
28333,2295
28334,2477
28335,2450
28336,2356
28337,2235
28338,2223
28339,2282
28340,2119
28341,2278
28342,2280
28343,2260
28344,2296
28345,2234
28346,2499
28347,2331
28348,2250
28349,2297
28350,2276
28351,2204
28352,2249
28353,2185
28354,2294
28355,2308
28356,2288
28357,2282
28358,2301
28359,2222
28360,2369
28361,2697
28362,2182
28363,2173
28364,2128
28365,2095
28366,2125
28367,2257
28368,2210
28369,2224
28370,2141
28371,2111
28372,2377
28373,2122
28374,2100
28375,2151
28376,2102
28377,2135
28378,2227
28379,2162
28380,2282
28381,2158
28382,2052
28383,2006
28384,2292
28385,2298
28386,2137
28387,2131
28388,2351
28389,2100
28390,2209
28391,2204
28392,2239
28393,2191
28394,2259
28395,2272
28396,2284
28397,2449
28398,2208
28399,2209
28400,2149
28401,2078
28402,2204
28403,2140
28404,2032
28405,2148
28406,2117
28407,2145
28408,2242
28409,2188
28410,2252
28411,2027
28412,2171
28413,2083
28414,2269
28415,2129
28416,2300
28417,2267
28418,2347
28419,2302
28420,2330
28421,2402
28422,2306
28423,2364
28424,2172
28425,2253
28426,2162
28427,2264
28428,2391
28429,2395
28430,2501
28431,2250
28432,2171
28433,2236
28434,2139
28435,2175
28436,2130
28437,2211
28438,2305
28439,2187
28440,2297
28441,2338
28442,2232
28443,2179
28444,2205
28445,2310
28446,2239
28447,2212
28448,2253
28449,2282
28450,2138
28451,2221
28452,2192
28453,2372
28454,2135
28455,2371
28456,2178
28457,2092
28458,2153
28459,2272
28460,2261
28461,2200
28462,2049
28463,1990
28464,2403
28465,2196
28466,2484
28467,2385
28468,2224
28469,2306
28470,2293
28471,2390
28472,2078
28473,2278
28474,2127
28475,2241
28476,2250
28477,2374
28478,2244
28479,2233
28480,2319
28481,2297
28482,2208
28483,2197
28484,2290
28485,2251
28486,2225
28487,2241
28488,2291
28489,2315
28490,2345
28491,2140
28492,2154
28493,1994
28494,2192
28495,2187
28496,2484
28497,2314
28498,2272
28499,2304
28500,2216
28501,2230
28502,2166
28503,2161
28504,2062
28505,2309
28506,2003
28507,2196
28508,2082
28509,2081
28510,2334
28511,2053
28512,2194
28513,2334
28514,2201
28515,2312
28516,2084
28517,2162
28518,2196
28519,2158
28520,2178
28521,2158
28522,2314
28523,2155
28524,2375
28525,2141
28526,2196
28527,2116
28528,2090
28529,2287
28530,2051
28531,2086
28532,2183
28533,2120
28534,2222
28535,2524
28536,2081
28537,2196
28538,2213
28539,2079
28540,2144
28541,2158
28542,2142
28543,2204
28544,2081
28545,2034
28546,2101
28547,2097
28548,2105
28549,2038
28550,1942
28551,1995
28552,2074
28553,1969
28554,2038
28555,1961
28556,1966
28557,2033
28558,1971
28559,1882
28560,1983
28561,2314
28562,2076
28563,2140
28564,2076
28565,2297
28566,2149
28567,2141
28568,2002
28569,1998
28570,2026
28571,2014
28572,2145
28573,2046
28574,2068
28575,2128
28576,2064
28577,2130
28578,2097
28579,2051
28580,2053
28581,2060
28582,2042
28583,1988
28584,2130
28585,2011
28586,2201
28587,2088
28588,2076
28589,1925
28590,1949
28591,2054
28592,2072
28593,2101
28594,2069
28595,2122
28596,2071
28597,2041
28598,2140
28599,2195
28600,1984
28601,2024
28602,2021
28603,2079
28604,2168
28605,1992
28606,2014
28607,1912
28608,2244
28609,2084
28610,2181
28611,2191
28612,2256
28613,2256
28614,2337
28615,2300
28616,2216
28617,2299
28618,2130
28619,2151
28620,2220
28621,2080
28622,2297
28623,2141
28624,2185
28625,2079
28626,2091
28627,2215
28628,2118
28629,2345
28630,2178
28631,2624
28632,2179
28633,2123
28634,2155
28635,2086
28636,2099
28637,2206
28638,2089
28639,2057
28640,2255
28641,2192
28642,2051
28643,2217
28644,2193
28645,2162
28646,2054
28647,2146
28648,2068
28649,2094
28650,2034
28651,2145
28652,2074
28653,2236
28654,2111
28655,2179
28656,2188
28657,2031
28658,2164
28659,2061
28660,2253
28661,2058
28662,2146
28663,2143
28664,2125
28665,2050
28666,2000
28667,2022
28668,2193
28669,2265
28670,2307
28671,2099
28672,423546
28673,471713
28676,484744
28692,451999
28693,435295
28736,431419
28737,412221
28740,379053
28741,383791
28742,491099
